Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	W	Allegiance	Stars
1828	Bondurant	D200566-8	Va Ni	{-3}	(F40+2)	[6276]	B	-	-	308	8	Im	w D
1829	Melton	C87558B-9	Ni Ag	{+0}	(945+2)	[4559]	CB	-	-	100	5	Im	G0 V G5 V
1830	Hasuo	B200777-8	Va Na Pi	{+0}	(C6A+0)	[8779]	DB	N	-	405	6	Im	M5 V
1834	Kumba	C664336-5	Lo	{-2}	(721-3)	[11A6]	B	-	-	114	11	Im	K0 V K5 V
1901	Beryslav	E5A0330-3	He Lo	{-3}	(C21+0)	[3144]	B	-	-	505	6	Im	M5 V
1902	Rymarov	C20059D-A	Va Ni	{+0}	(E43+4)	[8538]	B	-	-	204	6	Im	M5 V
1905	Kanchrapara	A200753-E	Va Na Pi	{+3}	(769+0)	[AA6C]	DB	NS	-	703	6	Im	M5 V
1907	Lemont	C2006BB-9	Va Ni Na	{-1}	(C52+3)	[754C]	B	-	-	104	6	Im	M5 V
1909	Ramsden	C200788-9	Va Na Pi	{+0}	(964-3)	[7749]	DB	-	-	804	6	Im	M5 V
1910	Foster	B2008CF-C	Va Ph Na Pi	{+3}	(E78-2)	[8B78]	eDB	NS	A	817	11	Im	M0 V M5 V
1914	Midosas	C200378-B	Va Lo	{+0}	(B21+1)	[137C]	B	S	-	705	8	Im	K0 V
1916	Probistip	C4A048A-6	He Ni	{-2}	(733-1)	[2247]	B	S	-	803	7	Im	M0 V
1920	Kadan	A9A3987-A	Fl Hi In	{+4}	(A8B+2)	[8D2D]	fEB	N	-	104	11	Im	K0 V K5 V
1926	Conwy	X200135-5	Va Lo	{-3}	(601+0)	[3155]	B	-	R	806	10	Im	M5 V M5 V
1929	South Shields	C200230-B	Va Lo	{+0}	(711+3)	[122C]	B	-	-	402	3	Im	M5 V M5 V
1937	Canilla	C5A5757-A	Fl	{+1}	(A6C-4)	[488C]	B	S	-	813	7	Im	K5 V
1938	Gehrig	B000978-C	As Va Hi Na In	{+4}	(C8D+1)	[9D4D]	fEB	-	-	223	13	Im	G0 V G5 V
2006	Foligno	B662866-B	Ph Ri	{+3}	(979-1)	[CB46]	eCB	N	-	904	11	Im	K0 V K5 V
2007	Wolf Trap	B9A4876-B	Fl Ph	{+2}	(677+1)	[6A2B]	eB	-	-	703	8	Im	G0 V
2015	Fullmer	C20037B-6	Va Lo	{-2}	(A21-2)	[315A]	B	-	-	214	7	Im	M0 V
2016	Kaifeng	D410000-0	Ba	{-3}	(700+2)	[0000]	B	S	-	005	8	Im	K5 V
2020	Mikhaylovsk	C200594-9	Va Ni	{-1}	(E44+0)	[9466]	B	-	-	415	8	Im	K5 V
2023	Pepita	C6B4100-7	Fl Lo	{-2}	(B01+0)	[1165]	B	-	-	204	8	Im	K0 V
2025	Lynnta	C200774-B	Va Na Pi	{+1}	(865+0)	[883D]	DB	S	-	314	7	Im	M0 V
2027	Putian	C5A0558-A	He Ni	{+0}	(942-2)	[354A]	B	-	-	305	6	Im	M5 V
2028	Four Corners	CAB4576-9	Fl Ni Px	{-1}	(D41-1)	[3489]	B	-	-	504	8	Im	K5 V
2031	Macatuba	C2006A8-7	Va Ni Na	{-2}	(553+0)	[4478]	B	-	-	404	7	Im	M0 V
2032	Baywood	CDB59CC-B	Fl Hi In	{+3}	(98A+1)	[6C6D]	EB	-	-	802	8	Im	G5 V
2033	Neviano	C7A0447-6	He Ni	{-2}	(931-2)	[4218]	B	S	-	702	10	Im	A0 V
2036	Dzhanibekov	DEB5000-0	Fl Ba	{-3}	(400-1)	[0000]	B	S	-	004	8	Im	G5 V
2038	Nawabshah	C966541-9	Ni Ag Pr	{+0}	(842+0)	[2589]	CcB	S	-	404	8	Im	K0 V
2101	Pingxiang	D200455-8	Va Ni	{-3}	(E31-3)	[4176]	B	-	-	204	8	Im	M0 V
2104	Orta Nova	C000554-A	As Va Ni	{+0}	(E45-1)	[A59D]	B	-	-	522	8	Im	G5 V
2106	Mehltretter	C200465-8	Va Ni	{-2}	(A30-3)	[8228]	B	S	-	105	7	Im	M0 V
2111	Gervais	C200400-A	Va Ni	{+0}	(F33+4)	[5477]	B	S	-	105	8	Im	K0 V
2113	Bataysk	B20067B-C	Va Ni Na	{+1}	(B52+0)	[275D]	B	-	-	304	7	Im	M0 V
2120	Marsabit	CAB2230-6	Fl He Lo	{-2}	(211-3)	[4145]	B	S	-	714	8	Im	K5 V
2129	Eddieozawa	A200B94-F	Va Hi Na In	{+4}	(AAB+1)	[8F7C]	fEB	N	-	304	6	Im	M5 V
2130	Shinsen	A200766-D	Va Na Pi	{+3}	(E6A-1)	[7A8E]	DB	NS	-	108	8	Im	w D
2138	Aurigae	C200323-7	Va Lo	{-2}	(821+2)	[4158]	B	-	-	816	8	Im	w D
2140	Oroville	A20079A-C	Va Na Pi	{+2}	(D67+4)	[594E]	DB	-	-	905	7	Im	M0 V
2206	Beachwood	C200548-6	Va Ni	{-2}	(241+4)	[6319]	B	S	-	305	8	Im	G5 V
2211	Murovani Kurylivts	C000442-B	As Va Ni	{+0}	(B36+3)	[845F]	B	-	-	114	8	Im	K0 V
2212	Kimura	B200798-C	Va Na Pi	{+2}	(869-4)	[497B]	DB	-	-	805	8	Im	M0 V
2216	Mineral Wells	A785640-B	Ga Ni Ag Ri	{+3}	(E56-2)	[896E]	CB	-	-	105	10	Im	K5 V K5 V
2217	Teixeiras	C200685-A	Va Ni Na	{+0}	(F52+1)	[4689]	B	-	-	205	10	Im	K0 V M5 V
2218	Corrego Fundo	B68578B-7	Ga Ag Ri	{+2}	(A6A+2)	[6966]	CB	N	-	602	9	Im	F5 V
2220	Burdur	B672862-B	He Ph Pi	{+2}	(87A+3)	[AA58]	eDB	S	-	222	9	Im	F5 V
2223	Rotanner	C20056B-A	Va Ni	{+0}	(D46-4)	[755A]	B	-	-	704	6	Im	M5 V
2233	Chalastra	C7A4420-8	Fl Ni	{-2}	(C30-2)	[4237]	B	-	-	804	9	Im	G0 V
2238	Lelystad	D200211-5	Va Lo	{-3}	(311-5)	[6158]	B	-	-	904	7	Im	M0 V
2239	Avatcha	B100621-A	Va Ni Na	{+1}	(755-2)	[6799]	B	-	-	703	6	Im	M5 V
2302	West Caln	E866227-2	Ga Lo	{-3}	(B11+5)	[3163]	B	-	-	403	9	Im	G0 V
2303	Cupressus	A8A1732-A	Fl He	{+2}	(C67-2)	[893A]	B	N	-	912	9	Im	F0 V
2307	Trenton	C100347-7	Va Lo	{-2}	(721-1)	[4148]	B	S	-	204	4	Im	w D w D
2311	Rov	C000130-7	As Va Lo	{-2}	(401-1)	[1148]	B	-	-	716	7	Im	w D
2313	Castleton	E200533-7	Va Ni	{-3}	(743-2)	[7289]	B	-	-	507	10	Im	M5 V M5 V
2314	Frieda	A1006BD-D	Va Ni Na	{+1}	(D55+0)	[674E]	B	N	-	402	4	Im	M0 V M5 V
2316	Garnavich	A200875-D	Va Ph Na Pi	{+2}	(E7D+3)	[7A5C]	eDB	S	-	704	8	Im	M0 V
2317	Libmanan	CCB6256-9	Fl Lo	{-1}	(B11+2)	[4178]	B	S	-	802	8	Im	K5 V
2323	Zajtsev	C200352-A	Va Lo	{+0}	(F21+1)	[2389]	B	S	-	726	10	Im	M5 V M5 V
2324	Azeffoun	CBB1300-7	Fl He Lo	{-2}	(821+1)	[5145]	B	S	-	303	9	Im	G0 V
2325	Phemios	A5B29A7-B	Fl He Hi In	{+4}	(C8F+1)	[8D5D]	fEB	N	-	714	8	Im	K5 V
2328	Milena	D200234-5	Va Lo	{-3}	(911+0)	[4174]	B	-	-	804	8	Im	K5 V
2329	Ballancourt	C565203-8	Lo	{-2}	(B11+0)	[1157]	B	-	-	405	8	Im	K5 V
2331	Pont-Audemer	B200989-E	Va Hi Na In	{+4}	(F8E-1)	[BD5F]	fEB	-	-	209	13	Im	M0 V w D
2332	Araripina	C200412-7	Va Ni	{-2}	(730+1)	[1247]	B	-	-	217	11	Im	M0 V w D w D
2405	Vibo Valentia	B6A0774-8	He	{+0}	(965-3)	[6718]	B	-	-	103	8	Im	K0 V
2408	Korbach	E5B2355-5	Fl He Lo	{-3}	(321+3)	[1165]	B	-	-	803	9	Im	M0 V w D w D
2414	Belgica	A300642-C	Va Ni Na	{+1}	(856+0)	[878B]	B	-	-	505	7	Im	w D
2419	Faith	B8A6795-B	Fl	{+2}	(96C+1)	[594B]	B	S	-	303	9	Im	F0 V
2420	Il pyrskiy	C9A6424-9	Fl Ni	{-1}	(B31+0)	[331A]	B	-	-	113	8	Im	K0 V
2424	Seaside	B8A47AF-A	Fl	{+2}	(768+0)	[C94A]	B	-	-	822	9	Im	F0 V
2426	Texmelucan	C8B2334-8	Fl He Lo	{-2}	(721-1)	[8149]	B	S	-	510	9	Im	M5 III
2428	Florena	C200430-7	Va Ni	{-2}	(B30+0)	[8276]	B	-	-	604	7	Im	M0 V
2429	Konyukhov	BBB5688-C	Fl Ni Px	{+1}	(F56-1)	[772E]	B	-	-	915	13	Im	K5 V M5 V M5 V
2431	Vedeno	B200765-8	Va Na Pi	{+0}	(A6B+0)	[774B]	DB	-	-	104	6	Im	M5 V
2436	Knigge	C200633-9	Va Ni Na	{-1}	(F53+0)	[6537]	B	-	-	805	7	Im	M0 V
2438	Gusau	C6A2423-A	Fl He Ni	{+0}	(933-2)	[941E]	B	-	-	205	7	Im	K5 V
2507	Hatogaya-honcho	C200310-B	Va Lo	{+0}	(E21-1)	[335E]	B	-	-	405	7	Im	M5 V
2508	Chateaugiron	E6B6410-3	Fl Ni	{-3}	(831+1)	[6153]	B	-	-	913	8	Im	K0 V
2509	Selwyn	B200984-9	Va Hi Na In	{+3}	(A8A-5)	[BC1D]	EB	-	-	504	6	Im	M5 V
2522	McNab/Braeside	B000635-C	As Va Ni Na	{+2}	(956-2)	[283C]	B	NS	-	714	8	Im	K0 V
2526	Jiaoxiyakou	C8C3222-7	Fl Lo	{-2}	(911+2)	[1154]	B	S	-	324	13	Im	F5 V G5 V
2529	Konigstuhl	B8B6755-9	Fl	{+1}	(666-2)	[6899]	B	S	-	402	8	Im	G0 V
2531	Schoorl	C993545-9	Ni	{-1}	(844+3)	[846A]	B	-	-	701	8	Im	G0 III
2534	Uvia	B6A7748-7	Fl	{+0}	(868+1)	[472B]	B	S	-	303	9	Im	G0 V
2537	New Britain	A6A8884-B	Fl Ph	{+2}	(779-1)	[AA36]	eB	N	-	503	7	Im	K5 V
2539	Sajnovics	D200201-7	Va Lo	{-3}	(611+3)	[1148]	B	S	-	404	6	Im	M5 V
2540	Myshkin	B200967-9	Va Hi Na In	{+4}	(88C+2)	[9D1A]	fEB	NS	-	803	8	Im	G5 V
2603	Balerno	C200489-9	Va Ni	{-1}	(B33-1)	[13A9]	B	-	-	504	9	Im	F5 V
2615	Aizu	B7B6666-9	Fl Ni	{+1}	(954+0)	[7778]	B	NS	-	403	10	Im	M0 V M5 V
2622	Murayama	C200487-9	Va Ni	{-1}	(F34+4)	[1355]	B	-	-	414	7	Im	M0 V
2627	Hudson	CAB3300-9	Fl Lo	{-1}	(821-2)	[1239]	B	-	-	402	8	Im	G0 V
2630	Goderich	B200645-8	Va Ni Na	{-1}	(B51+4)	[A585]	B	-	-	605	7	Im	M0 V
2704	Shozosato	E7A7148-7	Fl Lo	{-3}	(701+0)	[1158]	B	-	-	102	7	Im	K5 V
2705	Yasnohirka	D6A7410-4	Fl Ni	{-3}	(730-1)	[1195]	B	-	-	803	8	Im	G0 V
2706	Belgaum	A20088A-F	Va Ph Na Pi	{+2}	(87A-1)	[5A7F]	eDB	-	-	904	7	Im	K5 V
2710	Northbrook	E200103-5	Va Lo	{-3}	(801-2)	[4189]	B	-	-	305	7	Im	M5 V
2711	Arbutus	BCB2755-9	Fl He	{+1}	(766+2)	[A889]	B	-	-	803	7	Im	M0 V
2713	Beaucouze	C000142-8	As Va Lo	{-2}	(F01+1)	[1138]	B	-	-	317	14	Im	M5 V M5 V M5 V
2715	Robles	D8A3236-3	Fl Lo	{-3}	(A11-4)	[1155]	B	S	-	303	8	Im	G5 V
2725	Bago	E8A4236-6	Fl Lo	{-3}	(911-2)	[511A]	B	-	-	404	8	Im	K5 V
2726	Misilmeri	E200000-0	Va Ba	{-3}	(900+5)	[0000]	B	-	-	004	8	Im	K5 V
2728	Benckert	C300565-6	Va Ni	{-2}	(440+0)	[9387]	B	S	-	8010	12	Im	M5 V w D
2731	Burroughs	CAB3342-9	Fl Lo	{-1}	(521+3)	[426C]	B	S	-	202	8	Im	K0 V
2732	Darda	D200541-4	Va Ni	{-3}	(641+0)	[5232]	B	S	-	905	6	Im	M5 V
2733	Ituni	C20049E-B	Va Ni	{+0}	(F32+0)	[248C]	B	S	-	517	9	Im	M5 V M5 V
2735	Fontenay-Tresigny	A8A777B-B	Fl	{+2}	(866+1)	[696C]	B	N	-	804	7	Im	M0 V
2736	Hythe	E200300-9	Va Lo	{-2}	(721+2)	[1186]	B	-	-	503	9	Im	G0 V
2801	Rampo	A200721-F	Va Na Pi	{+2}	(D69-3)	[B96F]	DB	-	-	505	8	Im	M0 V
2804	Vondrak	B200621-D	Va Ni Na	{+1}	(B55+4)	[375F]	B	S	-	614	7	Im	M5 V
2806	Iretama	C200555-8	Va Ni	{-2}	(B41-1)	[636A]	B	S	-	105	7	Im	M5 V
2810	Miami Beach	C795449-5	Ni Pa	{-2}	(A34+0)	[3253]	cB	-	-	923	8	Im	G0 V
2811	Kayor	E765000-0	Ga Ba	{-3}	(700-5)	[0000]	B	-	-	012	9	Im	F5 V
2812	Mascoutah	A6A4833-E	Fl Ph	{+2}	(D78+0)	[6A1A]	eB	-	-	204	8	Im	K5 V
2820	Hunduan	C100403-A	Va Ni	{+0}	(B32-1)	[5468]	B	S	-	404	6	Im	M5 V
2821	Mobo	A200756-F	Va Na Pi	{+2}	(F6C-2)	[395F]	DB	-	-	206	7	Im	M5 V
2823	San Cristobal	B200885-A	Va Ph Na Pi	{+2}	(C7C-1)	[7A85]	eDB	-	-	913	9	Im	F0 V
2825	Sotouboua	A667865-B	Ga Ph Pa Ri	{+3}	(87A+2)	[CB4D]	eCcB	N	-	602	8	Im	G0 V
2826	Senguio	C200312-B	Va Lo	{+0}	(921-3)	[338F]	B	-	-	113	9	Im	F5 V
2827	Asoudie	C200311-7	Va Lo	{-2}	(221+0)	[5136]	B	S	-	715	8	Im	M0 V
2830	Maclaurin	C2006A9-A	Va Ni Na	{+0}	(A56+3)	[662D]	B	-	-	201	2	Im	M5 V M5 V
2831	Annaburg	B200755-9	Va Na Pi	{+1}	(F69+0)	[5849]	DB	S	-	904	7	Im	M0 V
2832	Trajano de Morais	B20096B-E	Va Hi Na In	{+4}	(C8A+1)	[7D6F]	fEB	N	-	303	7	Im	K5 V
2835	Bol sheretsk	C9A4740-A	Fl	{+1}	(C69-1)	[6818]	B	-	-	403	7	Im	M0 V
2837	Byumba	E200120-7	Va Lo	{-3}	(701+0)	[2156]	B	-	-	902	7	Im	M5 V
2903	Maxaron	BBB2796-B	Fl He	{+2}	(E68+4)	[4989]	B	-	-	804	8	Im	K5 V
2912	Sevilla	B200677-A	Va Ni Na	{+1}	(755+0)	[872C]	B	-	-	904	8	Im	M0 V
2915	Chitre	B686699-9	Ga Ni Ag Ri	{+2}	(F54-2)	[6875]	CB	S	-	505	13	Im	K0 V K5 V
2916	L Aquila	C200435-A	Va Ni	{+0}	(B31+3)	[1436]	B	S	-	617	8	Im	w D
2917	Fujisaki	C6A4525-5	Fl Ni	{-2}	(943+2)	[136A]	B	-	-	804	7	Im	M0 V
2920	Phereclos	C9B7455-7	Fl Ni	{-2}	(730+1)	[6214]	B	-	-	717	11	Im	M5 V M5 V
2922	Oued Naanaa	A6A3799-C	Fl	{+2}	(E6C-2)	[A95C]	B	N	-	805	8	Im	M0 V
2923	Thung Fon	C6A6302-B	Fl Lo	{+0}	(B21+3)	[136D]	B	-	-	806	8	Im	K5 V
2925	Zoppola	C5A0869-6	He Ph	{-1}	(476-1)	[8776]	eB	S	-	813	9	Im	F0 V
2929	Derby	C510210-8	Lo	{-2}	(C11-4)	[318A]	B	-	-	623	6	Im	M5 V
2931	Tieck	E400100-6	Va Lo	{-3}	(701-2)	[31A7]	B	-	-	404	6	Im	M5 V
2934	Dangcheng	C200335-8	Va Lo	{-2}	(C21-4)	[518A]	B	S	-	904	6	Im	M5 V
3003	Ibotirama	E9B0300-7	He Lo	{-3}	(A21+1)	[412A]	B	-	-	403	13	Im	F5 V G5 V
3006	Rafael Fernandes	D100535-7	Va Ni	{-3}	(941-4)	[A279]	B	-	-	206	7	Im	w D
3010	Bayindir	C9A5553-B	Fl Ni	{+0}	(C44+3)	[4529]	B	-	-	802	9	Im	F5 V
3014	Velddrif	E200354-8	Va Lo	{-3}	(E21+4)	[4145]	B	-	-	604	6	Im	M5 V
3016	Nassau	C675416-8	Ni Pa	{-2}	(C30-2)	[127B]	cB	-	-	804	8	Im	K5 V
3018	Opicampa	B954674-6	Ni Ag	{+1}	(553-1)	[6756]	CB	NS	-	223	8	Im	G5 V
3019	Morawa	B200774-A	Va Na Pi	{+2}	(E6A+3)	[997E]	DB	-	-	714	7	Im	M0 V
3026	Eisenstein	C200487-7	Va Ni	{-2}	(631+3)	[328C]	B	-	-	404	8	Im	K5 V
3027	Alnashi	C000620-C	As Va Ni Na	{+0}	(E56-2)	[864F]	B	-	-	722	7	Im	M0 V
3029	Carluke	E76A365-6	Wa Lo	{-3}	(521+0)	[2124]	B	-	-	815	9	Im	G0 V
3030	Seeboden	E9A3101-5	Fl Lo	{-3}	(301+0)	[2115]	B	-	-	714	10	Im	K0 V M5 V
3033	Tazeh Shahr	B8A6855-B	Fl Ph	{+2}	(D78+3)	[8A47]	eB	-	-	514	11	Im	K0 V M5 V
3034	Sowerby Bridge	CBB568C-5	Fl Ni	{-2}	(653+5)	[442A]	B	-	-	903	7	Im	K5 V
3036	Turgenev	B200778-B	Va Na Pi	{+2}	(F68-4)	[597E]	DB	N	-	715	8	Im	K0 V
3037	Socorro	B7A6777-B	Fl	{+2}	(965+2)	[5959]	B	-	-	413	9	Im	G0 V
3039	Deiphobus	CDB1444-7	Fl Ni	{-2}	(930+2)	[6235]	B	-	-	305	8	Im	K0 V
3102	Iolanda	C100568-7	Va Ni	{-2}	(442+3)	[5319]	B	S	-	804	6	Im	M5 V
3105	Hebe	B7A78CE-7	Fl Ph	{+0}	(67C+0)	[C836]	eB	S	A	704	8	Im	K5 V
3107	Devosa	C6B1435-9	Fl He Ni	{-1}	(A34+3)	[6338]	B	-	-	304	10	Im	A0 V
3109	Peristeri	B20077B-9	Va Na Pi	{+1}	(D64-5)	[685C]	DB	S	-	203	6	Im	M5 V
3114	The Pinery	B200789-9	Va Na Pi	{+1}	(968+1)	[8825]	DB	-	-	107	11	Im	M5 V M5 V
3119	Ithaka	CBB2352-B	Fl He Lo	{+0}	(A21-5)	[4359]	B	S	-	103	8	Im	K0 V
3123	Byfleet	B200621-9	Va Ni Na	{+0}	(A54+5)	[6639]	B	-	-	704	7	Im	M0 V
3124	Diomedes	B20098A-9	Va Hi Na In	{+3}	(68E-4)	[9C3B]	EB	S	-	203	6	Im	M5 V
3128	Mount Vernon	C200156-B	Va Lo	{+0}	(B01+0)	[1146]	B	-	-	124	7	Im	M5 V
3130	Toscanos	D200454-8	Va Ni	{-3}	(931-1)	[11AA]	B	S	-	304	6	Im	M5 V
3138	Gopalan	A5A0953-C	He Hi In	{+4}	(E87+1)	[CD7F]	fEB	N	-	214	8	Im	G5 V
3201	Havana	A200796-D	Va Na Pi	{+2}	(D69+0)	[5939]	DB	N	-	707	7	Im	w D
3203	Lira	D200244-9	Va Lo	{-2}	(F11+3)	[416B]	B	S	-	816	10	Im	M5 V M5 V
3204	Guilford	C200310-9	Va Lo	{-1}	(F21+2)	[1277]	B	S	-	114	8	Im	M0 V
3211	Choybalsan	B200630-D	Va Ni Na	{+2}	(D57-3)	[782E]	B	NS	-	604	6	Im	M5 V
3216	Rhede	D200140-8	Va Lo	{-3}	(E01-2)	[1128]	B	-	-	504	7	Im	M5 V
3217	Jurong	C796300-9	Lo	{-1}	(F21+0)	[4219]	B	-	-	706	8	Im	K5 V
3218	Macuch	B7A1765-C	Fl He	{+3}	(C69-2)	[5A78]	B	NS	-	604	9	Im	F5 V
3221	Hinsdale	C7A2410-5	Fl He Ni	{-2}	(934-3)	[6245]	B	-	-	914	8	Im	K5 V
3222	Kirstine	B9A3657-9	Fl Ni Px	{+0}	(855+3)	[7629]	B	-	-	811	4	Im	K5 V M5 V
3224	Cocoa West	C6A7335-9	Fl Lo	{-1}	(C21+2)	[2246]	B	-	-	603	8	Im	K0 V
3226	Biarmia	C200321-7	Va Lo	{-2}	(821+0)	[1135]	B	S	-	706	8	Im	w D
3227	Santa Cruz de Los 	EBB1111-5	Fl He Lo	{-3}	(901+0)	[4156]	B	-	-	204	9	Im	F0 V
3228	Cinco Saltos	C100445-7	Va Ni	{-2}	(633+2)	[3245]	B	-	-	805	6	Im	M5 V
3230	Nordre Fale	CBB3430-8	Fl Ni	{-2}	(B33-5)	[527B]	B	S	-	605	7	Im	M0 V
3233	Birmensdorf	C100633-7	Va Ni Na	{-2}	(750-2)	[4447]	B	S	-	304	6	Im	M5 V
3236	Nagykallo	C200323-7	Va Lo	{-2}	(921-2)	[3136]	B	S	-	214	6	Im	M5 V
3238	Lemon Grove	EAB0233-8	He Lo	{-3}	(811-5)	[4124]	B	-	-	413	8	Im	G0 V
3239	Wernberg-Koblitz	D86848A-5	Ni Pa	{-3}	(630-2)	[4167]	cB	S	-	600	3	Im	G5 V M5 V
