Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	W	Allegiance	Stars
1911	Satsuma	ADB189A-E	Fl Ph	{+2}	(A77+3)	[5A5A]	eB	N	-	523	8	Im	G0 V
1912	Mitchella	B100730-E	Va Na Pi	{+2}	(969+1)	[A97E]	DB	-	-	705	8	Im	M0 V
1914	Konradin	C200220-A	Va Lo	{+0}	(C11+0)	[525B]	B	-	-	105	7	Im	M0 V
1917	Palm Bay	C9A7414-7	Fl Ni	{-2}	(532-5)	[8287]	B	S	-	404	8	Im	K5 V
1919	Calabozo	C200422-7	Va Ni	{-2}	(834+0)	[3296]	B	-	-	304	7	Im	K5 V
1920	Nestor	D6B0412-8	He Ni	{-3}	(B31+0)	[512C]	B	S	-	704	8	Im	K0 V
1923	Tamandare	A775856-B	Ph Pa Pi	{+3}	(A77+2)	[BB8E]	eDcB	NS	-	614	7	Im	K5 V
1929	Hauzenberg	X9A6221-3	Fl Lo	{-3}	(A11+2)	[5141]	B	-	R	304	11	Im	G5 V K5 V
1930	Xingjing	C00046A-7	As Va Ni	{-2}	(730+4)	[5285]	B	S	-	714	8	Im	G5 V
1932	Culcheth	C200000-0	Va Ba	{-2}	(400+3)	[0000]	B	S	-	005	7	Im	M0 V
1933	Bruch	C9A9444-6	Fl Ni	{-2}	(732-1)	[1233]	B	S	-	802	7	Im	K5 V
1934	Shalaurova	CCB2302-7	Fl He Lo	{-2}	(621+0)	[4143]	B	-	-	104	8	Im	K0 V
1936	Dingzhou	E7A8100-9	Fl Lo	{-2}	(E01+1)	[11A9]	B	-	-	604	8	Im	K5 V
1939	Illzach	D200201-8	Va Lo	{-3}	(A11+2)	[3149]	B	S	-	413	7	Im	M0 V
2002	Mitrovice	C20068B-A	Va Ni Na	{+0}	(C53+1)	[867C]	B	-	-	604	6	Im	M5 V
2008	Gary	B100754-E	Va Na Pi	{+2}	(966-1)	[493C]	DB	-	-	405	7	Im	M0 V
2009	Villefontaine	D7B3100-8	Fl Lo	{-3}	(B01-2)	[2138]	B	-	-	303	6	Im	M5 V
2010	Tulare	C7A3410-9	Fl Ni	{-1}	(A32-3)	[1378]	B	S	-	202	8	Im	G0 V
2014	Edinet	A200698-F	Va Ni Na	{+1}	(D54-1)	[9751]	B	-	-	705	7	Im	M5 V
2015	Rimpar	A9B57BF-B	Fl	{+2}	(B69-2)	[A978]	B	N	A	703	7	Im	K5 V
2020	Vassouras	C6A7583-8	Fl Ni	{-2}	(D44-2)	[2355]	B	-	-	503	8	Im	K0 V
2023	Lauenburg	C20059B-9	Va Ni	{-1}	(641-2)	[1474]	B	S	-	203	7	Im	M0 V
2025	Novelda	C761585-5	Ni Pr	{-2}	(242+0)	[A323]	cB	S	-	602	9	Im	F5 V
2026	Santes	C6A6500-9	Fl Ni	{-1}	(C44-1)	[545A]	B	S	-	905	8	Im	K0 V
2028	Thyolo	C8A2513-6	Fl He Ni	{-2}	(440+2)	[3314]	B	-	-	814	8	Im	K5 V
2030	Haremari	C8A0567-9	He Ni	{-1}	(842-3)	[448D]	B	-	-	104	8	Im	K5 V
2031	Miercurea-Ciuc	D6A6334-8	Fl Lo	{-3}	(C21-4)	[61A8]	B	-	-	614	9	Im	M0 V M5 V
2036	Hornsey	C8A3311-5	Fl Lo	{-2}	(621+3)	[2126]	B	S	-	705	11	Im	G5 V M5 V
2039	Zushi	A8B1DFF-0	Fl He Hi In	{+2}	(9C6-1)	[CF61]	EB	-	A	913	6	Im	M5 V
2040	Radford	C663224-6	Lo	{-2}	(911+1)	[5129]	B	S	-	502	8	Im	G5 V
2101	Birao	C200411-9	Va Ni	{-1}	(D35+2)	[137A]	B	-	-	515	8	Im	M0 V
2103	Neeffisis	B100633-A	Va Ni Na	{+1}	(C53+1)	[478E]	B	-	-	105	7	Im	M0 V
2106	Altamira	EBB4489-8	Fl Ni Px	{-3}	(G30+3)	[1144]	B	-	-	217	11	Im	K0 V w D
2109	Montelepre	C200665-B	Va Ni Na	{+0}	(B56+1)	[463B]	B	-	-	605	8	Im	M0 V
2113	La Macarena	CBB1596-6	Fl He Ni Px	{-2}	(442-1)	[3314]	B	S	-	305	7	Im	M0 V
2115	 Alavicheh	C200230-7	Va Lo	{-2}	(C11+1)	[4176]	B	S	-	208	8	Im	w D
2116	Minnetrista	C200300-A	Va Lo	{+0}	(621-1)	[4326]	B	-	-	804	6	Im	M5 V
2118	Juraqan	D9A4332-8	Fl Lo	{-3}	(B21-2)	[113A]	B	S	-	513	8	Im	K0 V
2123	Wenchang	E6A0432-6	He Ni	{-3}	(631+5)	[7177]	B	-	-	903	9	Im	F5 V
2124	Gaoshiqi	B9A3963-8	Fl Hi In	{+2}	(A86-2)	[8B49]	EB	-	-	503	8	Im	G5 V
2128	Ornskoldsvik	D300574-7	Va Ni	{-3}	(540+2)	[324A]	B	-	-	404	6	Im	M5 V
2129	Joao Teves	B200726-D	Va Na Pi	{+3}	(76A-4)	[3A6G]	DB	NS	-	303	6	Im	M5 V
2139	Pontiac	C7A3516-5	Fl Ni Px	{-2}	(740+5)	[6338]	B	-	-	805	8	Im	K0 V
2201	Sobolev	A4A07A9-E	He	{+2}	(D66+0)	[896E]	B	-	-	206	9	Im	M5 V M5 V
2206	Kakata	A200743-E	Va Na Pi	{+2}	(96B-2)	[699A]	DB	-	-	513	6	Im	M5 V
2208	Pattani	C200243-9	Va Lo	{-1}	(C11-2)	[113B]	B	S	-	305	8	Im	M0 V
2210	Petrovsk	A0008DA-B	As Va Ph Na Pi	{+2}	(B79-1)	[5A9B]	eDB	N	-	314	8	Im	G5 V
2211	Le Coteau	A86188A-D	Ph Ri	{+3}	(C7F-1)	[AB5C]	eCB	N	-	503	12	Im	G5 V G5 V
2213	Almoisheev	A200745-E	Va Na Pi	{+2}	(A6D-1)	[B96F]	DB	-	-	504	6	Im	M5 V
2215	Selcuk	C200534-8	Va Ni	{-2}	(F43+1)	[938B]	B	-	-	804	7	Im	M5 V
2216	Sergio Osmena Sr	BDB67BE-C	Fl	{+3}	(C6A-3)	[7A5C]	B	NS	-	904	8	Im	K0 V
2218	Bela Vista do Para	E6A3111-5	Fl Lo	{-3}	(701+1)	[4136]	B	-	-	515	8	Im	K0 V
2221	Kandahar	A200656-E	Va Ni Na	{+1}	(E54+1)	[275B]	B	-	-	607	7	Im	w D
2224	Buford	A20089A-B	Va Ph Na Pi	{+2}	(G7D+5)	[4A8A]	eDB	S	-	205	8	Im	M0 V
2226	Chippewa Falls	C642455-9	He Ni Po	{-1}	(830-1)	[1358]	B	S	-	402	9	Im	F0 V
2228	Peterborough	E200333-8	Va Lo	{-3}	(C21+1)	[7144]	B	-	-	104	6	Im	M5 V
2237	Milagro	C200353-C	Va Lo	{+0}	(621+5)	[235E]	B	S	-	503	6	Im	M5 V
2302	Kobori	BAB1996-B	Fl He Hi In	{+4}	(98A-4)	[5D48]	fEB	N	-	804	6	Im	M5 V
2303	Cydonia	A2009AD-B	Va Hi Na In	{+4}	(E8G-2)	[DD8C]	fEB	-	-	908	8	Im	w D
2307	Andes	C510533-A	Ni	{+0}	(D41+2)	[2559]	B	-	-	906	10	Im	M0 V M5 V
2314	Illizi	B8A8851-9	Fl Ph	{+1}	(A79-2)	[4969]	eB	-	-	303	8	Im	K5 V
2315	San Severo	B300776-D	Va Na Pi	{+2}	(B64+1)	[792E]	DB	-	-	416	8	Im	w D
2319	Shinhidaka	CAB7565-9	Fl Ni	{-1}	(B40-1)	[842B]	B	-	-	403	8	Im	G0 V
2320	White Marsh	D7A5446-8	Fl Ni Px	{-3}	(730+3)	[2169]	B	S	-	701	9	Im	G5 III
2321	Chemin	C200598-7	Va Ni	{-2}	(B42-3)	[5398]	B	-	-	604	6	Im	M5 V
2323	Marcos Juarez	C100459-C	Va Ni	{+0}	(B35-1)	[4488]	B	-	-	714	7	Im	M0 V
2327	El Ghiate	C971776-5	He Pi	{-1}	(968+0)	[7634]	DB	-	-	202	8	Im	K0 V
2330	La Union	B8A676A-7	Fl	{+0}	(867-1)	[6798]	B	-	-	914	8	Im	K5 V
2332	Boruta	C200446-6	Va Ni	{-2}	(A30+2)	[2285]	B	-	-	504	6	Im	M5 V
2408	Calama	D9A3343-6	Fl Lo	{-3}	(721-4)	[2156]	B	S	-	613	9	Im	F5 V
2416	Rijssen	ABB697C-E	Fl Hi In	{+4}	(G8F+0)	[7D5G]	fEB	N	-	416	12	Im	K5 V K5 V
2417	Iringa	BBB7B94-C	Fl Hi In	{+4}	(7AB-1)	[8F3E]	fEB	S	-	512	8	Im	G5 V
2421	Kirsanov	C6A7114-8	Fl Lo	{-2}	(901+0)	[1149]	B	-	-	504	7	Im	K5 V
2422	Sever do Vouga	E200213-8	Va Lo	{-3}	(811+2)	[1155]	B	-	-	104	6	Im	M5 V
2428	Yunfu	D200326-7	Va Lo	{-3}	(521+2)	[3173]	B	S	-	314	6	Im	M5 V
2434	Umoth	B200788-8	Va Na Pi	{+0}	(E64-2)	[A737]	DB	N	-	805	7	Im	M0 V
2436	Ambrofogar	C763449-6	Ni	{-2}	(833-4)	[2236]	B	-	-	203	8	Im	K0 V
2505	Gyoda	C200312-6	Va Lo	{-2}	(621+0)	[1195]	B	S	-	803	8	Im	G0 V
2506	Fleury-les-Aubrais	B200654-D	Va Ni Na	{+1}	(952-1)	[6749]	B	-	-	405	7	Im	M0 V
2508	Great Chart	D200273-5	Va Lo	{-3}	(711-4)	[61A2]	B	S	-	314	10	Im	K0 V M5 V
2510	Scobinti	C200110-B	Va Lo	{+0}	(B01+1)	[312B]	B	S	-	504	6	Im	M5 V
2519	Heiningen	C200477-9	Va Ni	{-1}	(C34+4)	[435B]	B	-	-	314	7	Im	M5 V
2521	Sam	AAB0889-B	He Ph	{+2}	(B7C+1)	[8A3C]	eB	N	-	511	9	Im	A5 V
2533	Tuzamapan	CCB1347-A	Fl He Lo Px	{+0}	(721+1)	[438B]	B	-	-	402	8	Im	F5 V
2534	Kinderhook	C300467-9	Va Ni	{-1}	(G34-1)	[138A]	B	S	-	906	7	Im	w D
2536	Suzaka	C300331-6	Va Lo	{-2}	(B21-5)	[4126]	B	-	-	304	6	Im	M5 V
2538	Sheriff Hill	E200250-8	Va Lo	{-3}	(B11+1)	[61A9]	B	-	-	403	7	Im	M0 V
2540	Santa Juliana	B200624-8	Va Ni Na	{-1}	(B53+2)	[2528]	B	S	-	105	6	Im	M5 V
2604	Sandnes	A7A6997-B	Fl Hi In	{+4}	(A88-1)	[BD49]	fEB	-	-	304	7	Im	M0 V
2609	Medvode	A20078B-A	Va Na Pi	{+2}	(D66-5)	[6999]	DB	-	-	305	7	Im	M5 V
2611	Bradenton	A9B789A-A	Fl Ph	{+2}	(F7C-3)	[AA1C]	eB	-	-	314	9	Im	G0 V
2613	Kyotamba	E300102-6	Va Lo	{-3}	(501-1)	[4122]	B	-	-	614	7	Im	M5 V
2614	Heroica Nogales	B6B8766-B	Fl	{+2}	(967-3)	[C92D]	B	-	-	102	7	Im	M0 V
2620	Marksville	C200378-B	Va Lo	{+0}	(A21+2)	[235D]	B	-	-	607	11	Im	M0 V M5 V
2627	San Gregorio di Ca	B200995-E	Va Hi Na In	{+5}	(D88+1)	[BE51]	fEB	NS	-	803	6	Im	M5 V
2633	Audun-le-Tiche	C200565-7	Va Ni	{-2}	(744-4)	[2354]	B	S	-	206	8	Im	K0 V
2635	Biu	B300674-A	Va Ni Na	{+1}	(D52+0)	[9738]	B	S	-	506	8	Im	w D
2637	Chelsea	C200679-8	Va Ni Na	{-2}	(B50+0)	[B476]	B	S	-	914	9	Im	M0 V M5 V
2640	Hattula	B7A087B-C	He Ph	{+2}	(B78-1)	[9A88]	eB	-	-	303	8	Im	G5 V
2702	Tasman	B8B6657-8	Fl Ni	{-1}	(052-3)	[8528]	B	-	-	214	6	Im	M5 V
2703	Billerica	C5A0443-9	He Ni	{-1}	(A32+0)	[2329]	B	-	-	221	10	Im	G0 V K5 V K5 V
2704	Bhimphedi	A6B478B-D	Fl	{+2}	(G6D+0)	[498D]	B	N	-	307	8	Im	w D
2706	Schertz	A200699-B	Va Ni Na	{+1}	(G53-5)	[976E]	B	N	-	306	8	Im	M0 V
2707	Dolores	B000765-E	As Va Na Pi	{+2}	(E69-3)	[494E]	DB	-	-	315	6	Im	M5 V
2724	Flawil	B6B0651-D	He Ni	{+2}	(B55+0)	[782A]	B	NS	-	914	8	Im	K5 V
2727	Cornate d Adda	C200498-A	Va Ni	{+0}	(034-2)	[446C]	B	S	-	706	8	Im	M0 V
2729	Zambujal	D9A038A-4	He Lo	{-3}	(721-2)	[3112]	B	-	-	403	9	Im	F0 V
2730	Dondo	B200867-A	Va Ph Na Pi	{+2}	(A75+5)	[7A7A]	eDB	-	-	704	6	Im	M5 V
2732	Montecristo	CCB1424-9	Fl He Ni	{-1}	(C35+1)	[336B]	B	-	-	913	9	Im	F5 V
2735	Santa Marta de Ort	E200269-6	Va Lo	{-3}	(311+4)	[317A]	B	-	-	915	8	Im	M0 V
2737	Shariff Aguak	E666121-7	Ga Lo	{-3}	(801-3)	[1167]	B	-	-	903	8	Im	G0 V
2739	Had Laaounate	C200876-7	Va Ph Na Pi	{-1}	(77A+2)	[3718]	eDB	S	-	309	11	Im	M5 V M5 V
2801	Smithsonian	C7A1522-A	Fl He Ni	{+0}	(544-2)	[753A]	B	-	-	402	10	Im	A0 V
2809	Vinissac	C200486-B	Va Ni	{+0}	(E34+1)	[141B]	B	S	-	907	7	Im	w D
2811	Longbridge	C6B4586-5	Fl Ni Px	{-2}	(A40+2)	[7369]	B	-	-	703	8	Im	G5 V
2815	Washington	CBB7573-5	Fl Ni	{-2}	(644-2)	[4325]	B	-	-	604	8	Im	K0 V
2820	Kalm	E6A4378-5	Fl Lo Px	{-3}	(321-4)	[1166]	B	-	-	405	8	Im	K0 V
2821	Vopron	A4109B7-G	Hi Na In	{+5}	(98F-1)	[8E1E]	fEB	-	-	503	8	Im	G5 V
2823	Subamara	B200799-B	Va Na Pi	{+2}	(96A+0)	[C98E]	DB	S	-	504	9	Im	K5 V M5 V
2827	Washington	A6A58BD-B	Fl Ph	{+2}	(979-2)	[AA58]	eB	-	-	614	8	Im	G0 V
2828	Petrich	C9A0413-A	He Ni	{+0}	(433+1)	[3448]	B	-	-	510	9	Im	F0 V
2830	Bouffemont	A200734-B	Va Na Pi	{+2}	(966+0)	[A97A]	DB	-	-	902	8	Im	K5 V
2832	Maryville	A20086B-A	Va Ph Na Pi	{+2}	(C7A+0)	[BA9C]	eDB	N	-	505	8	Im	M0 V
2833	Voltria	C6625AB-7	Ni Pr	{-2}	(843+5)	[5377]	cB	S	-	805	10	Im	K0 V w D
2839	Maizuru	D787124-3	Ga Lo	{-3}	(601-5)	[1111]	B	-	-	812	9	Im	F0 V
2840	Novaya Balakhna	B200668-9	Va Ni Na	{+0}	(B54-5)	[6648]	B	-	-	614	7	Im	M0 V
2901	Palitzsch	A200799-A	Va Na Pi	{+2}	(C66-5)	[A955]	DB	N	-	505	9	Im	F5 V
2903	Bowman	C400410-A	Va Ni	{+0}	(E35+1)	[6467]	B	-	-	402	6	Im	M5 V
2904	Tsuwano	BAB1645-8	Fl He Ni	{-1}	(653+2)	[457B]	B	-	-	904	8	Im	G5 V
2905	Ballan-Mire	D200544-5	Va Ni	{-3}	(940+0)	[3255]	B	S	-	416	8	Im	M0 V
2909	Kauhajoki	A100899-E	Va Ph Na Pi	{+3}	(G7C+5)	[7B5E]	eDB	NS	-	906	7	Im	w D
2912	Oulad Hassoune	B410645-C	Ni Na	{+1}	(A54+1)	[4767]	B	N	-	105	6	Im	M5 V
2914	Letzel	B500651-D	Va Ni Na	{+2}	(C55-2)	[285A]	B	NS	-	204	7	Im	M5 V
2915	Tuncheng	C200510-B	Va Ni	{+0}	(E42-2)	[152G]	B	S	-	516	13	Im	A5 V w D
2920	Cervantes	C300564-9	Va Ni	{-1}	(844+2)	[643B]	B	S	-	800	1	Im	M0 V M5 V
2923	Casulli	C200510-8	Va Ni	{-2}	(F40+0)	[A3AA]	B	-	-	707	7	Im	w D
2924	Villemomble	C200563-8	Va Ni	{-2}	(941-2)	[534C]	B	S	-	705	8	Im	K5 V
2927	Fruit Cove	B7A4688-B	Fl Ni Px	{+1}	(C55+4)	[7759]	B	S	-	703	8	Im	M0 V
2930	General Roca	D6A4234-6	Fl Lo	{-3}	(B11+0)	[2199]	B	S	-	722	9	Im	G0 V
2934	Sankichi	C8A1554-8	Fl He Ni	{-2}	(C40+0)	[3389]	B	-	-	403	8	Im	G5 V
2940	Panopaea	E200000-0	Va Ba	{-3}	(900-1)	[0000]	B	-	-	004	8	Im	M0 V
3002	Ar Raqqah	A200886-C	Va Ph Na Pi	{+2}	(879+5)	[7A7F]	eDB	-	-	604	6	Im	M5 V
3005	Melhus	B6A17A8-A	Fl He	{+2}	(A64-1)	[795D]	B	-	-	907	8	Im	w D
3008	Massenya	AAB4765-B	Fl	{+2}	(96C+2)	[A95E]	B	-	-	703	8	Im	G5 V
3010	Albi	D200461-4	Va Ni	{-3}	(530+3)	[1186]	B	-	-	615	8	Im	M0 V
3014	Santa Quiteria do 	C9B3533-5	Fl Ni	{-2}	(944+1)	[1351]	B	-	-	603	8	Im	G5 V
3015	Britania	A8B5876-A	Fl Ph	{+2}	(C78+1)	[5A3F]	eB	N	-	503	9	Im	F0 V
3016	Anouck	D20059A-8	Va Ni	{-3}	(E40+0)	[5256]	B	-	-	106	7	Im	w D
3019	Viqueque	A2009BA-G	Va Hi Na In	{+5}	(G89+0)	[EE4D]	fEB	N	-	206	8	Im	M0 V
3024	Miyazawa	A200645-A	Va Ni Na	{+1}	(F53+3)	[871A]	B	-	-	304	6	Im	M5 V
3031	Tharandt	BDB3657-A	Fl Ni Px	{+1}	(C56+1)	[97A9]	B	-	-	102	8	Im	G0 V
3035	Timon	C7B1555-9	Fl He Ni	{-1}	(C43+1)	[646C]	B	-	-	613	6	Im	M5 V
3036	Soomana	C200457-A	Va Ni	{+0}	(A36-1)	[449B]	B	S	-	704	7	Im	M0 V
3101	Kaddoura	D200110-4	Va Lo	{-3}	(701+2)	[1188]	B	S	-	704	7	Im	M0 V
3102	Guerrero	E200303-6	Va Lo	{-3}	(621-2)	[6136]	B	-	-	308	8	Im	w D
3107	Skalnate	D200376-5	Va Lo	{-3}	(821-4)	[3194]	B	S	-	501	3	Im	M0 V M5 V
3110	Trebon	C650420-7	De Ni Po	{-2}	(833-2)	[9257]	B	S	-	903	8	Im	G0 V
3114	Ishpeming	B200896-A	Va Ph Na Pi	{+2}	(C79-2)	[9A4D]	eDB	-	-	205	6	Im	M5 V
3116	Kunoy	C569366-9	Lo	{-1}	(921+0)	[3276]	B	S	-	404	7	Im	M0 V
3121	Hnust a	C200214-A	Va Lo	{+0}	(D11+2)	[121C]	B	-	-	105	7	Im	M5 V
3122	Villa General Belg	E200313-9	Va Lo	{-2}	(721+2)	[413A]	B	-	-	604	6	Im	M5 V
3124	Adjud	C96A445-7	Wa Ni	{-2}	(734-3)	[1256]	B	-	-	204	8	Im	K5 V
3125	Chemille	A200889-A	Va Ph Na Pi	{+2}	(E7A-4)	[6A35]	eDB	N	-	705	7	Im	M5 V
3126	Nichols	B200646-9	Va Ni Na	{+0}	(A56+4)	[264C]	B	-	-	104	7	Im	M0 V
3127	Acatic	E200242-6	Va Lo	{-3}	(A11-4)	[4127]	B	-	-	805	7	Im	M5 V
3128	Polzela	A7D6857-D	Ph	{+2}	(B7A-2)	[6A8E]	eB	N	-	813	8	Im	K0 V
3131	Winer	C6A2541-7	Fl He Ni	{-2}	(540+4)	[2357]	B	S	-	511	8	Im	G0 V
3132	Campania	A20079B-F	Va Na Pi	{+3}	(967-3)	[7A41]	DB	NS	-	804	6	Im	M5 V
3133	Astrakhan	B200985-9	Va Hi Na In	{+3}	(A86-2)	[BCA7]	EB	-	-	204	7	Im	M5 V
3134	Jaguarao	C200542-9	Va Ni	{-1}	(D44+3)	[3477]	B	-	-	714	8	Im	M0 V
3135	Bierstadt	A2008CB-A	Va Ph Na Pi	{+2}	(C7C+3)	[5A49]	eDB	-	-	514	7	Im	M5 V
3138	Fair Oaks Ranch	C200348-8	Va Lo	{-2}	(G21+0)	[5154]	B	S	-	605	8	Im	K5 V
3140	Kornati	E965330-4	Lo	{-3}	(721+0)	[1191]	B	-	-	602	9	Im	F0 V
3202	Gonfreville-l Orch	C6A0362-5	He Lo	{-2}	(A21+1)	[1126]	B	-	-	613	8	Im	G0 V
3204	Leninsk-Kuznetskiy	C200433-B	Va Ni	{+0}	(G31+0)	[444A]	B	S	-	708	8	Im	w D
3210	Pecel	E5AA200-B	Fl Lo	{-1}	(D11+0)	[3179]	B	-	-	504	7	Im	M0 V
3214	Von Klitzing	C200233-7	Va Lo	{-2}	(711-4)	[2179]	B	-	-	314	6	Im	M5 V
3216	Kakinada	C5A4436-6	Fl Ni Px	{-2}	(430+4)	[1267]	B	-	-	605	7	Im	M0 V
3218	Creighton	C768544-7	Ni Ag Pr	{-1}	(643-3)	[547A]	CcB	-	-	123	8	Im	K0 V
3221	Golomo	B410775-9	Na Pi	{+1}	(E68+0)	[6825]	DB	-	-	904	6	Im	M5 V
3223	Barleben	E200000-0	Va Ba	{-3}	(600+2)	[0000]	B	-	-	007	7	Im	w D
3224	Santo Tomas	C664103-8	Lo	{-2}	(F01-1)	[1157]	B	S	-	604	8	Im	K5 V
3227	Lincoln	C200586-9	Va Ni	{-1}	(C40+1)	[7417]	B	S	-	405	7	Im	M0 V
3229	Fulham	E200200-A	Va Lo	{-1}	(A11+1)	[11AB]	B	-	-	204	9	Im	F5 V
3233	Ropakov	A200832-C	Va Ph Na Pi	{+2}	(A79+3)	[9A1C]	eDB	N	-	204	6	Im	M5 V
3234	Pajdusakova	C8A2100-7	Fl He Lo	{-2}	(601-1)	[2197]	B	S	-	303	8	Im	K0 V
3238	Ravanusa	C200332-8	Va Lo	{-2}	(921+2)	[7177]	B	-	-	704	6	Im	M5 V
